annotator,title,comment_id,comment_text,author,stance_pro,stance_con,argument_type,pathos_type,ethos_appeal,ethos_challenge,word_count,context,timestamp,published_date,like_count,mentions,root_comment_id,root_comment_text,lang
889,Women banned from speaking in public by Afghanistan's Taliban rulers  | BBC News,UgyJOOA26tUf0zzucZR4AaABAg.A8CFD4NnSXjA8IAIyfZUe2,"Its not the same in all muslim countries ,not at all",user_0380,islam,"taliban, afghanistan","appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,11,,2024-09-12 15:54:38+00:00,2024-09-12T15:54:38Z,1.0,,UgyJOOA26tUf0zzucZR4AaABAg,They are erasing women. Any kind of religious teaching encourages this kind of madness should be banned from the world. This is crime against humanity.,en
889,Women banned from speaking in public by Afghanistan's Taliban rulers  | BBC News,UgyJOOA26tUf0zzucZR4AaABAg.A8CFD4NnSXjA8IA_uv_BFF,And everybody is forgetting. your human rights should be above your religion and you have the right not to follow any religion,user_0380,women's rights and/or feminism ,"taliban, religious laws, afghanistan, gender roles in islam, islam","appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,23,"its cherry picking when you apply the words of Allah so selectively as to ignore significant portions of them, (that should be included in discussion). The implication is always that its Allahs will that only women needs be chast etc, whilst ignoring the fact that men are equally bound by the same words from the same source as was quoted, but ignored as it was in a different paragraph… or… its using one passage to demean women, whilst ignoring the exact same passage as it maintains to men, which is cherrypicking that helps to distort the truth in the Quran",2024-09-12 15:57:05+00:00,2024-09-12T15:57:05Z,3.0,BSdetected,UgyJOOA26tUf0zzucZR4AaABAg,They are erasing women. Any kind of religious teaching encourages this kind of madness should be banned from the world. This is crime against humanity.,en
889,Women banned from speaking in public by Afghanistan's Taliban rulers  | BBC News,UgyJOOA26tUf0zzucZR4AaABAg.A8CFD4NnSXjA8IKdrUG5Ap,"​no that is wrong. It is forbidden to wear too visible religious symbols in public spaces (public schools, public institutions, etc. and streets not included). Fraternity is one of the most important values in France. It ensures that the politics is independant from any religions at all, and religions is a personal matter, personal choice, and you are free to choose any religion you like. So i hope you are more educated now.",user_0381,"women's rights and/or feminism , the west","taliban, religious laws, afghanistan","appeal to reason, giving evidence (logos), appeal to/challenging authority (ethos)",,,user,73,It's happening in France 🇫🇷 women are getting removed thier headscarf without thier wills and you telling us about human rights 😂😂😂😂,2024-09-12 17:25:01+00:00,2024-09-12T17:25:01Z,0.0,Hisham989,UgyJOOA26tUf0zzucZR4AaABAg,They are erasing women. Any kind of religious teaching encourages this kind of madness should be banned from the world. This is crime against humanity.,en
889,Women banned from speaking in public by Afghanistan's Taliban rulers  | BBC News,UgyJOOA26tUf0zzucZR4AaABAg.A8CFD4NnSXjA8J0_DId51U,Islam is savage and violent by nature. It's the cancer of earth and it spreads just as such.,user_0382,women's rights and/or feminism ,"taliban, religious laws, afghanistan, gender roles in islam, islam",appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,18,,2024-09-12 23:48:51+00:00,2024-09-12T23:48:51Z,0.0,,UgyJOOA26tUf0zzucZR4AaABAg,They are erasing women. Any kind of religious teaching encourages this kind of madness should be banned from the world. This is crime against humanity.,en
889,Women banned from speaking in public by Afghanistan's Taliban rulers  | BBC News,UgyJOOA26tUf0zzucZR4AaABAg.A8CFD4NnSXjA8J9q6UFddI,"​ You believe in ""shape-shifting"", (how childish) islam borrows from the true religion and mixes insanity with it. Thanks for showing what a sham it truly is. People who follow islam must not be very intelligent.",user_0383,women's rights and/or feminism ,"taliban, religious laws, afghanistan, gender roles in islam, islam","appeal to emotion or moral values (pathos), appeal to/challenging authority (ethos)","negative emotion (fear, anger, guilt, etc.)",,user,36,"Allah سبحانه وتعالى said, (Interpretation of the meaning Verily, the religion with Allah is Islam. Then as for those who were given the Scripture (Jews and Christians) did not differ except out of mutual jealousy, after knowledge had come to them. And whoever disbelieves in the Ayat (Signs) of Allah, then surely Allah is Swift in calling to account. [Ãal-'Imraan 3:19] And whoever seeks a religion other than Islam, it will never be accepted of him, and in the Hereafter he will be one of the losers. [Ãal-'Imraan 3:85]",2024-09-13 01:09:48+00:00,2024-09-13T01:09:48Z,0.0,Ibn_Abdulaziz,UgyJOOA26tUf0zzucZR4AaABAg,They are erasing women. Any kind of religious teaching encourages this kind of madness should be banned from the world. This is crime against humanity.,en
889,Women banned from speaking in public by Afghanistan's Taliban rulers  | BBC News,UgyJOOA26tUf0zzucZR4AaABAg.A8CFD4NnSXjA8J9wzr-ZVM,you can have the earth because that is where the dross of humanity will be left behind.,user_0383,,,,,,,18,"Allah سبحانه وتعالى said, (Interpretation of the meaning Verily, the religion with Allah is Islam. Then as for those who were given the Scripture (Jews and Christians) did not differ except out of mutual jealousy, after knowledge had come to them. And whoever disbelieves in the Ayat (Signs) of Allah, then surely Allah is Swift in calling to account. [Ãal-'Imraan 3:19] And whoever seeks a religion other than Islam, it will never be accepted of him, and in the Hereafter he will be one of the losers. [Ãal-'Imraan 3:85]",2024-09-13 01:10:45+00:00,2024-09-13T01:10:45Z,1.0,Ibn_Abdulaziz,UgyJOOA26tUf0zzucZR4AaABAg,They are erasing women. Any kind of religious teaching encourages this kind of madness should be banned from the world. This is crime against humanity.,en
889,Women banned from speaking in public by Afghanistan's Taliban rulers  | BBC News,UgyJOOA26tUf0zzucZR4AaABAg.A8CFD4NnSXjA8JA_lPAr1H,"allah does not exist, why don't you hunger for the truth?. Why do you swallow lies. Islam is a very young cult and copies heavily from Judaism and Christianity. You can't be an apostate for something that does not exist. You will find out sure enough who is the Real God.",user_0383,,"taliban, religious laws, afghanistan, gender roles in islam, islam","appeal to emotion or moral values (pathos), appeal to/challenging authority (ethos)","negative emotion (fear, anger, guilt, etc.)",,user,52,"Maybe the UK government can instruct the Taliban on how to monitor social media as some women are going against Allah's will by criticising the Taliban government on social media. As that Taliban minister said, Scholars can find references to their laws in the Quran and so they are only following the word of Allah. You can't cherry pick the words of Allah",2024-09-13 01:16:18+00:00,2024-09-13T01:16:18Z,0.0,digiguy8926,UgyJOOA26tUf0zzucZR4AaABAg,They are erasing women. Any kind of religious teaching encourages this kind of madness should be banned from the world. This is crime against humanity.,en
889,Women banned from speaking in public by Afghanistan's Taliban rulers  | BBC News,UgyJOOA26tUf0zzucZR4AaABAg.A8CFD4NnSXjA8JL6CPw390,​ Learn the meaning of the verse you said.,user_0384,,,,,,,9,"you are teaching me Islam when i was an ex-Muslim scholar and can read Arabic Quran, unlike most you. The English Quran you reading is heavily change to make Islam acceptable or civilized, for example the word ""kill"" , english Quran will change it to ""fight"" then they will add parenthesis to almost every sentences to brainwash the readers. Lol Also woman face is not private part.",2024-09-13 02:48:15+00:00,2024-09-13T02:48:15Z,1.0,MadCurtain,UgyJOOA26tUf0zzucZR4AaABAg,They are erasing women. Any kind of religious teaching encourages this kind of madness should be banned from the world. This is crime against humanity.,en
889,Women banned from speaking in public by Afghanistan's Taliban rulers  | BBC News,UgyJOOA26tUf0zzucZR4AaABAg.A8CFD4NnSXjA8JqtfOcHXi,"""They are erasing women"" Just like the West is doing with its woke Ideology.... its no different really...",user_0385,"taliban, religious laws, afghanistan, gender roles in islam, islam","women's rights and/or feminism, homosexuality, the west",appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,18,,2024-09-13 07:34:46+00:00,2024-09-13T07:34:46Z,0.0,,UgyJOOA26tUf0zzucZR4AaABAg,They are erasing women. Any kind of religious teaching encourages this kind of madness should be banned from the world. This is crime against humanity.,en
889,Women banned from speaking in public by Afghanistan's Taliban rulers  | BBC News,UgyJOOA26tUf0zzucZR4AaABAg.A8CFD4NnSXjA8JudIqhsV8,Told can't speak and dress camouflaged.....only the bullied can get the bully of their back,user_0386,,,,,,,15,,2024-09-13 08:07:29+00:00,2024-09-13T08:07:29Z,0.0,,UgyJOOA26tUf0zzucZR4AaABAg,They are erasing women. Any kind of religious teaching encourages this kind of madness should be banned from the world. This is crime against humanity.,en
889,Women banned from speaking in public by Afghanistan's Taliban rulers  | BBC News,UgyJOOA26tUf0zzucZR4AaABAg.A8CFD4NnSXjA8KCwLYLlGA,​yes islam is only the correct religion for now a days society 😊,user_0387,"taliban, religious laws, afghanistan, gender roles in islam, islam",women's rights and/or feminism,appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,13,"you are teaching me Islam when i was an ex-Muslim scholar and can read Arabic Quran, unlike most you. The English Quran you reading is heavily change to make Islam acceptable or civilized, for example the word ""kill"" , english Quran will change it to ""fight"" then they will add parenthesis to almost every sentences to brainwash the readers. Lol Also woman face is not private part.",2024-09-13 10:56:06+00:00,2024-09-13T10:56:06Z,0.0,MadCurtain,UgyJOOA26tUf0zzucZR4AaABAg,They are erasing women. Any kind of religious teaching encourages this kind of madness should be banned from the world. This is crime against humanity.,en
889,Women banned from speaking in public by Afghanistan's Taliban rulers  | BBC News,UgyJOOA26tUf0zzucZR4AaABAg.A8CFD4NnSXjA8KFCKemDWp,Meanwhile in the West women are being called “birthing persons” and they can’t define a woman anymore,user_0388,"taliban, religious laws, afghanistan, gender roles in islam, islam","women's rights and/or feminism, homosexuality, the west",appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,17,,2024-09-13 11:15:54+00:00,2024-09-13T11:15:54Z,0.0,,UgyJOOA26tUf0zzucZR4AaABAg,They are erasing women. Any kind of religious teaching encourages this kind of madness should be banned from the world. This is crime against humanity.,en
889,Women banned from speaking in public by Afghanistan's Taliban rulers  | BBC News,UgyJOOA26tUf0zzucZR4AaABAg.A8CFD4NnSXjA8KZGlbMR0f,​no bro its because of our religion if there is no Islam in Afghanistan then women could live much better and free life don't try to defend terrorism,user_0389,women's rights and/or feminism ,"taliban, religious laws, afghanistan, gender roles in islam, islam","appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,28,The religon not banned them it's their own ideology male dominant society,2024-09-13 14:11:16+00:00,2024-09-13T14:11:16Z,3.0,ikramkhan7484,UgyJOOA26tUf0zzucZR4AaABAg,They are erasing women. Any kind of religious teaching encourages this kind of madness should be banned from the world. This is crime against humanity.,en
889,Women banned from speaking in public by Afghanistan's Taliban rulers  | BBC News,UgyJOOA26tUf0zzucZR4AaABAg.A8CFD4NnSXjA8K_hshfVHb,"Yes, blame it on the religion, conveniently obliterating the part that the Western liberal democracies have played to destroy this country.",user_0390,"taliban, religious laws, afghanistan, gender roles in islam, islam","women's rights and/or feminism, the west",appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,21,,2024-09-13 14:23:51+00:00,2024-09-13T14:23:51Z,0.0,,UgyJOOA26tUf0zzucZR4AaABAg,They are erasing women. Any kind of religious teaching encourages this kind of madness should be banned from the world. This is crime against humanity.,en
889,Women banned from speaking in public by Afghanistan's Taliban rulers  | BBC News,UgyJOOA26tUf0zzucZR4AaABAg.A8CFD4NnSXjA8KcINATubQ,"What is happening in gaza, did you raise your vice they killing innocent childrens, womens and older people. Evil Israel",user_0391,,,appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,20,,2024-09-13 14:46:27+00:00,2024-09-13T14:46:27Z,0.0,,UgyJOOA26tUf0zzucZR4AaABAg,They are erasing women. Any kind of religious teaching encourages this kind of madness should be banned from the world. This is crime against humanity.,en
889,Women banned from speaking in public by Afghanistan's Taliban rulers  | BBC News,UgyJOOA26tUf0zzucZR4AaABAg.A8CFD4NnSXjA8KdZn62UEz,"​you sound a little surprised as if you couldn't see the Taliban doing this from a thousand miles. Of course the left is absolutely silent because it does not fit the woke oppressor / oppressed narrative. And most importantly for the last, no Jews, no news",user_0392,women's rights and/or feminism ,"taliban, religious laws, afghanistan, gender roles in islam, islam, the west",appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,46,"its cherry picking when you apply the words of Allah so selectively as to ignore significant portions of them, (that should be included in discussion). The implication is always that its Allahs will that only women needs be chast etc, whilst ignoring the fact that men are equally bound by the same words from the same source as was quoted, but ignored as it was in a different paragraph… or… its using one passage to demean women, whilst ignoring the exact same passage as it maintains to men, which is cherrypicking that helps to distort the truth in the Quran",2024-09-13 14:57:34+00:00,2024-09-13T14:57:34Z,0.0,BSdetected,UgyJOOA26tUf0zzucZR4AaABAg,They are erasing women. Any kind of religious teaching encourages this kind of madness should be banned from the world. This is crime against humanity.,en
889,Women banned from speaking in public by Afghanistan's Taliban rulers  | BBC News,UgyJOOA26tUf0zzucZR4AaABAg.A8CFD4NnSXjA8Kj5TWrnG5,"Women are erasing themselves in the West quite efficiently by supporting the tronz agenda.. Every society in History has imposed severe restraints on female behaviour except ours. In fact our culture gave women the right to mass murder babies. Is that good? All cultures Historically have imposed severe restrictions on women exactly because they are so vile they murder babies by the millions. Look at the mess women have made in the West with their ""freedom"" to destroy, use, take, abuse and be infinitely dissatisfied.",user_0393,"taliban, religious laws, afghanistan, gender roles in islam, islam","women's rights and/or feminism, the west","appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,85,,2024-09-13 15:45:51+00:00,2024-09-13T15:45:51Z,0.0,,UgyJOOA26tUf0zzucZR4AaABAg,They are erasing women. Any kind of religious teaching encourages this kind of madness should be banned from the world. This is crime against humanity.,en
889,Women banned from speaking in public by Afghanistan's Taliban rulers  | BBC News,UgyJOOA26tUf0zzucZR4AaABAg.A8CFD4NnSXjA8Kj7LZOwQg,Lokasamasta sukino bavantu our culture love 🇮🇳,user_0394,,,,,,,7,,2024-09-13 15:46:06+00:00,2024-09-13T15:46:06Z,0.0,,UgyJOOA26tUf0zzucZR4AaABAg,They are erasing women. Any kind of religious teaching encourages this kind of madness should be banned from the world. This is crime against humanity.,en
889,Women banned from speaking in public by Afghanistan's Taliban rulers  | BBC News,UgyJOOA26tUf0zzucZR4AaABAg.A8CFD4NnSXjA8KjZSTpnek,It must be their homosexuality they fighting for.,user_0395,,"taliban, religious laws, afghanistan, gender roles in islam, islam",appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,8,,2024-09-13 15:49:57+00:00,2024-09-13T15:49:57Z,0.0,,UgyJOOA26tUf0zzucZR4AaABAg,They are erasing women. Any kind of religious teaching encourages this kind of madness should be banned from the world. This is crime against humanity.,en
889,Women banned from speaking in public by Afghanistan's Taliban rulers  | BBC News,UgyJOOA26tUf0zzucZR4AaABAg.A8CFD4NnSXjA8Kjw-2UKa1,and a man that post such IGNORANCE IS A F00L THAT HATES HIS PERFECT CREATOR (XX) JUST BECAUSE HE IS A TRUE CLOSET HOMOSEXUAL.,user_0395,,,,,,,24,"Allah سبحانه وتعالى said, (Interpretation of the meaning Verily, the religion with Allah is Islam. Then as for those who were given the Scripture (Jews and Christians) did not differ except out of mutual jealousy, after knowledge had come to them. And whoever disbelieves in the Ayat (Signs) of Allah, then surely Allah is Swift in calling to account. [Ãal-'Imraan 3:19] And whoever seeks a religion other than Islam, it will never be accepted of him, and in the Hereafter he will be one of the losers. [Ãal-'Imraan 3:85]",2024-09-13 15:53:09+00:00,2024-09-13T15:53:09Z,0.0,"Ibn_Abdulaziz1405, Ibn_Abdulaziz",UgyJOOA26tUf0zzucZR4AaABAg,They are erasing women. Any kind of religious teaching encourages this kind of madness should be banned from the world. This is crime against humanity.,en
889,Women banned from speaking in public by Afghanistan's Taliban rulers  | BBC News,UgyJOOA26tUf0zzucZR4AaABAg.A8CFD4NnSXjA8KkB2eqfE_,😅😅 that is what i thought 😅,user_0395,women's rights and/or feminism ,"taliban, religious laws, afghanistan, gender roles in islam, islam",,,,,7,it’s not a holy book it’s a hateful book,2024-09-13 15:55:21+00:00,2024-09-13T15:55:21Z,0.0,lisapearson6455,UgyJOOA26tUf0zzucZR4AaABAg,They are erasing women. Any kind of religious teaching encourages this kind of madness should be banned from the world. This is crime against humanity.,en
889,Women banned from speaking in public by Afghanistan's Taliban rulers  | BBC News,UgyJOOA26tUf0zzucZR4AaABAg.A8CFD4NnSXjA8KmYucHDaS,"Strict sharia law, and that's good",user_0396,"taliban, religious laws, afghanistan, gender roles in islam, islam",women's rights and/or feminism,appeal to emotion or moral values (pathos),"positive emotion (hope, pride, happiness, admiration, etc.) ",,,6,,2024-09-13 16:16:05+00:00,2024-09-13T16:16:05Z,0.0,,UgyJOOA26tUf0zzucZR4AaABAg,They are erasing women. Any kind of religious teaching encourages this kind of madness should be banned from the world. This is crime against humanity.,en
889,Women banned from speaking in public by Afghanistan's Taliban rulers  | BBC News,UgyJOOA26tUf0zzucZR4AaABAg.A8CFD4NnSXjA8KmdNhGGo6,"​it's not recommended in religion, read sharia law",user_0396,"women's rights and/or feminism , islam","taliban, religious laws, afghanistan","appeal to reason, giving evidence (logos)",,,,8,The religon not banned them it's their own ideology male dominant society,2024-09-13 16:16:50+00:00,2024-09-13T16:16:50Z,0.0,ikramkhan7484,UgyJOOA26tUf0zzucZR4AaABAg,They are erasing women. Any kind of religious teaching encourages this kind of madness should be banned from the world. This is crime against humanity.,en
889,Women banned from speaking in public by Afghanistan's Taliban rulers  | BBC News,UgyJOOA26tUf0zzucZR4AaABAg.A8CFD4NnSXjA8KmuKIg2o5,"We going to cherry pick religions now? If Christianity is correct, why is the Muslim religion incorrect? They're either all correct or none of them are correct. This is just the natural progression of allowing rampant religion to go unchecked.",user_0397,,,,,,,40,,2024-09-13 16:19:09+00:00,2024-09-13T16:19:09Z,1.0,,UgyJOOA26tUf0zzucZR4AaABAg,They are erasing women. Any kind of religious teaching encourages this kind of madness should be banned from the world. This is crime against humanity.,en
889,Women banned from speaking in public by Afghanistan's Taliban rulers  | BBC News,UgyJOOA26tUf0zzucZR4AaABAg.A8CFD4NnSXjA8Kn2E8lCSe,​ islam is a dictatorial religion nowonder where there are majority Muslims there are chaos and war. It's the same reason shia and sunni Muslims hate and kill each other.,user_0398,women's rights and/or feminism ,"taliban, religious laws, afghanistan, gender roles in islam, islam",appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,30,"Allah سبحانه وتعالى said, (Interpretation of the meaning Verily, the religion with Allah is Islam. Then as for those who were given the Scripture (Jews and Christians) did not differ except out of mutual jealousy, after knowledge had come to them. And whoever disbelieves in the Ayat (Signs) of Allah, then surely Allah is Swift in calling to account. [Ãal-'Imraan 3:19] And whoever seeks a religion other than Islam, it will never be accepted of him, and in the Hereafter he will be one of the losers. [Ãal-'Imraan 3:85]",2024-09-13 16:20:22+00:00,2024-09-13T16:20:22Z,0.0,Ibn_Abdulaziz,UgyJOOA26tUf0zzucZR4AaABAg,They are erasing women. Any kind of religious teaching encourages this kind of madness should be banned from the world. This is crime against humanity.,en
889,Women banned from speaking in public by Afghanistan's Taliban rulers  | BBC News,UgyJOOA26tUf0zzucZR4AaABAg.A8CFD4NnSXjA8KnNcceb4w,Why do you use the Bible to say that Muhammad was prophesised?? The same corrupt Bible with errors is prophesising somebody. That means that Muhammad's legitimacy as a prophet comes into question.,user_0399,,,,,,,33,"Allah سبحانه وتعالى said, (Interpretation of the meaning Verily, the religion with Allah is Islam. Then as for those who were given the Scripture (Jews and Christians) did not differ except out of mutual jealousy, after knowledge had come to them. And whoever disbelieves in the Ayat (Signs) of Allah, then surely Allah is Swift in calling to account. [Ãal-'Imraan 3:19] And whoever seeks a religion other than Islam, it will never be accepted of him, and in the Hereafter he will be one of the losers. [Ãal-'Imraan 3:85]",2024-09-13 16:23:17+00:00,2024-09-13T16:23:17Z,2.0,Ibn_Abdulaziz,UgyJOOA26tUf0zzucZR4AaABAg,They are erasing women. Any kind of religious teaching encourages this kind of madness should be banned from the world. This is crime against humanity.,en
889,Women banned from speaking in public by Afghanistan's Taliban rulers  | BBC News,UgyJOOA26tUf0zzucZR4AaABAg.A8CFD4NnSXjA8KqowYJOs2,"They are not erasing women, what they are cultivating here, is making women like animals, not exactly, but what their next goal is. Is to make women like buying/stock. We all know for what reason they want women to be like this. To rape them. But i can sorta agree, yea they are in a high form erasing women. Absolute animals. Islam is a war system built to empower men to be evil and carnal, and to empower women to be evil. But since women have less rights, the women see abit through its evil.",user_0400,women's rights and/or feminism ,"taliban, religious laws, afghanistan, gender roles in islam, islam",appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,95,,2024-09-13 16:53:22+00:00,2024-09-13T16:53:22Z,0.0,,UgyJOOA26tUf0zzucZR4AaABAg,They are erasing women. Any kind of religious teaching encourages this kind of madness should be banned from the world. This is crime against humanity.,en
889,Women banned from speaking in public by Afghanistan's Taliban rulers  | BBC News,UgyJOOA26tUf0zzucZR4AaABAg.A8CFD4NnSXjA8Ksqjouru-,"it's just islam bro, the quran was written by the spirit of the enemy",user_0401,women's rights and/or feminism ,"taliban, religious laws, afghanistan, gender roles in islam, islam",appeal to emotion or moral values (pathos),"negative emotion (fear, anger, guilt, etc.)",,,14,,2024-09-13 17:11:05+00:00,2024-09-13T17:11:05Z,0.0,,UgyJOOA26tUf0zzucZR4AaABAg,They are erasing women. Any kind of religious teaching encourages this kind of madness should be banned from the world. This is crime against humanity.,en
889,Women banned from speaking in public by Afghanistan's Taliban rulers  | BBC News,UgyJOOA26tUf0zzucZR4AaABAg.A8CFD4NnSXjA8KvKOF0EET,"but it has nothing to do with studying. anyways, you must realize that they're extremists. and islam calls for moderation. they're interpreting it wrong and using it as excuse for misogyny",user_0402,"women's rights and/or feminism , islam","taliban, afghanistan","appeal to reason, giving evidence (logos), appeal to emotion or moral values (pathos)","negative emotion (fear, anger, guilt, etc.)",,,32,"you are teaching me Islam when i was an ex-Muslim scholar and can read Arabic Quran, unlike most you. The English Quran you reading is heavily change to make Islam acceptable or civilized, for example the word ""kill"" , english Quran will change it to ""fight"" then they will add parenthesis to almost every sentences to brainwash the readers. Lol Also woman face is not private part.",2024-09-13 17:32:45+00:00,2024-09-13T17:32:45Z,0.0,MadCurtain,UgyJOOA26tUf0zzucZR4AaABAg,They are erasing women. Any kind of religious teaching encourages this kind of madness should be banned from the world. This is crime against humanity.,en
889,Women banned from speaking in public by Afghanistan's Taliban rulers  | BBC News,UgyJOOA26tUf0zzucZR4AaABAg.A8CFD4NnSXjA8KxUY3RcFj,"​Quran is full of mistakes dude, like how can you even pretend not to see it 😂 a simple google search is all you need",user_0403,women's rights and/or feminism ,"taliban, religious laws, afghanistan, gender roles in islam, islam","appeal to emotion or moral values (pathos), appeal to/challenging authority (ethos)","negative emotion (fear, anger, guilt, etc.)",,user,25,"Allah سبحانه وتعالى said, (Interpretation of the meaning Verily, the religion with Allah is Islam. Then as for those who were given the Scripture (Jews and Christians) did not differ except out of mutual jealousy, after knowledge had come to them. And whoever disbelieves in the Ayat (Signs) of Allah, then surely Allah is Swift in calling to account. [Ãal-'Imraan 3:19] And whoever seeks a religion other than Islam, it will never be accepted of him, and in the Hereafter he will be one of the losers. [Ãal-'Imraan 3:85]",2024-09-13 17:51:36+00:00,2024-09-13T17:51:36Z,1.0,Ibn_Abdulaziz,UgyJOOA26tUf0zzucZR4AaABAg,They are erasing women. Any kind of religious teaching encourages this kind of madness should be banned from the world. This is crime against humanity.,en
